_id,Protein Conv,Total Fat Conv,Carbohydrate Conv,"Sugars, total Conv","Fiber, total dietary Conv",Calcium Conv,Iron Conv,Sodium Conv,Vitamin C Conv,Cholesterol Conv,Total Vitamin A Conv,addedSugar Conv,calories Conv
612d009d4c4f3be6d9e24b95,"[10.0, ""g"", 10.0]","[1.0, ""g"", 1.0]","[45.0, ""g"", 45.0]","[5.0, ""g"", 5.0]","[2.0, ""g"", 2.0]","[20.0, ""mg"", 0.02]","[3.8, ""mg"", 0.0038]","[370.0, ""mg"", 0.37]",NaN,"[0.0, ""mg"", 0.0]",NaN,"[3.0, ""g"", 3.0]","[230.0, null, 230.0]"
612d009d4c4f3be6d9e24bc7,"[9.0, ""g"", 9.0]","[0.5, ""g"", 0.5]","[47.0, ""g"", 47.0]","[8.0, ""g"", 8.0]","[2.0, ""g"", 2.0]","[20.0, ""mg"", 0.02]","[3.9, ""mg"", 0.0039]","[340.0, ""mg"", 0.34]",NaN,"[0.0, ""mg"", 0.0]",NaN,"[4.0, ""g"", 4.0]","[230.0, null, 230.0]"
612d009d4c4f3be6d9e24c9d,"[9.0, ""g"", 9.0]","[0.5, ""g"", 0.5]","[46.0, ""g"", 46.0]","[7.0, ""g"", 7.0]","[2.0, ""g"", 2.0]","[20.0, ""mg"", 0.02]","[3.8, ""mg"", 0.0038]","[360.0, ""mg"", 0.36]",NaN,"[0.0, ""mg"", 0.0]",NaN,"[5.0, ""g"", 5.0]","[230.0, null, 230.0]"
612d009d4c4f3be6d9e246dc,"[0.0, ""g"", 0.0]","[0.0, ""g"", 0.0]","[31.0, ""g"", 31.0]","[30.0, ""g"", 30.0]","[0.0, ""g"", 0.0]",NaN,NaN,"[25.0, ""mg"", 0.025]",NaN,NaN,NaN,"[30.0, ""g"", 30.0]","[120.0, null, 120.0]"
612d009d4c4f3be6d9e246fb,"[0.0, ""g"", 0.0]","[0.0, ""g"", 0.0]","[0.0, ""g"", 0.0]","[0.0, ""g"", 0.0]","[0.0, ""g"", 0.0]",NaN,NaN,"[10.0, ""mg"", 0.01]",NaN,NaN,NaN,"[0.0, ""g"", 0.0]","[5.0, null, 5.0]"
612d009d4c4f3be6d9e23139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612d009d4c4f3be6d9e25814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612d009d4c4f3be6d9e257f9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612d009d4c4f3be6d9e259ce,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612d009d4c4f3be6d9e24b9c,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
